time,x,y,yaw,vel_x,yaw_vel
2.3268435,5.02467436,-0.011730997,-0.00568429,1.499545247,-2.00E-05
2.327789545,5.02467436,-0.011730997,-0.00568429,1.499545247,-2.00E-05
2.364859343,5.075657361,-0.012021501,-0.005685212,1.49951011,-2.06E-05
2.365773439,5.075657361,-0.012021501,-0.005685212,1.49951011,-2.06E-05
2.401594877,5.126639164,-0.012311933,-0.005686137,1.499474714,-2.13E-05
2.403056145,5.126639164,-0.012311933,-0.005686137,1.499474714,-2.13E-05
2.441287756,5.177619767,-0.012602289,-0.00568703,1.499439548,-2.16E-05
2.44231534,5.177619767,-0.012602289,-0.00568703,1.499439548,-2.16E-05
2.477802515,5.22859917,-0.012892564,-0.005687913,1.499404108,-2.21E-05
2.478353262,5.22859917,-0.012892564,-0.005687913,1.499404108,-2.21E-05
2.514383316,5.27957736,-0.013182846,-0.005686723,1.499082528,0.000169793
2.514955282,5.27957736,-0.013182846,-0.005686723,1.499082528,0.000169793
2.550616026,5.330556061,-0.013472973,-0.005680206,1.499122612,0.000155132
2.55130887,5.330556061,-0.013472973,-0.005680206,1.499122612,0.000155132
2.584191799,5.381535372,-0.013762493,-0.005679666,1.499138516,-9.37E-05
2.585033178,5.381535372,-0.013762493,-0.005679666,1.499138516,-9.37E-05
2.619827271,5.432515194,-0.014051978,-0.005683434,1.499152871,-7.71E-05
2.620694876,5.432515194,-0.014051978,-0.005683434,1.499152871,-7.71E-05
2.656606674,5.483495508,-0.014341214,-0.005686239,1.499167436,-0.00012525
2.657563448,5.483495508,-0.014341214,-0.005686239,1.499167436,-0.00012525
2.691344261,5.534476323,-0.014630716,-0.005692226,1.499181798,-0.000173872
2.69268322,5.534476323,-0.014630716,-0.005692226,1.499181798,-0.000173872
2.728164673,5.58545762,-0.014920734,-0.005693902,1.499195773,9.76E-05
2.729122639,5.58545762,-0.014920734,-0.005693902,1.499195773,9.76E-05
2.764333725,5.636438292,-0.015210621,-0.005687159,1.499357225,0.000227907
2.766187906,5.636438292,-0.015210621,-0.005687159,1.499357225,0.000227907
2.804110527,5.687417747,-0.01549991,-0.005682928,1.499946612,-1.90E-05
2.804884672,5.687417747,-0.01549991,-0.005682928,1.499946612,-1.90E-05
2.8396492,5.738397702,-0.015788932,-0.005687248,1.500546217,-0.000201879
2.840850592,5.738397702,-0.015788932,-0.005687248,1.500546217,-0.000201879
2.877109766,5.78937822,-0.016078167,-0.005692197,1.501138136,-9.20E-05
2.877782583,5.78937822,-0.016078167,-0.005692197,1.501138136,-9.20E-05
2.911974669,5.840359258,-0.016367626,-0.005691655,1.501728756,5.76E-05
2.91269803,5.840359258,-0.016367626,-0.005691655,1.501728756,5.76E-05
2.948647022,5.891340818,-0.01665703,-0.005688281,1.502318003,6.16E-05
2.94935751,5.891340818,-0.01665703,-0.005688281,1.502318003,6.16E-05
2.986968994,5.942322923,-0.016946164,-0.00568662,1.502902185,-3.08E-05
2.988385677,5.942322923,-0.016946164,-0.00568662,1.502902185,-3.08E-05
3.023273945,5.99201478,-0.017228011,-0.005686475,1.465500717,1.58E-05
3.024021626,5.99201478,-0.017228011,-0.005686475,1.465500717,1.58E-05
3.060539722,6.040552292,-0.017503055,-0.005684351,1.432050746,1.56E-05
3.061382294,6.040552292,-0.017503055,-0.005684351,1.432050746,1.56E-05
3.094794989,6.08793551,-0.017771393,-0.005685041,1.398551106,-0.000110941
3.095520735,6.08793551,-0.017771393,-0.005685041,1.398551106,-0.000110941
3.129680395,6.134164481,-0.018033319,-0.005687855,1.36499403,-8.67E-05
3.131439924,6.134164481,-0.018033319,-0.005687855,1.36499403,-8.67E-05
3.164264441,6.179239249,-0.018288849,-0.005687436,1.331371839,3.23E-05
3.165973902,6.179239249,-0.018288849,-0.005687436,1.331371839,3.23E-05
3.202054262,6.223159873,-0.018537784,-0.005684787,1.297677388,2.93E-05
3.202621698,6.223159873,-0.018537784,-0.005684787,1.297677388,2.93E-05
3.236106396,6.265926429,-0.018780048,-0.005684008,1.263902205,-4.86E-05
3.236900091,6.265926429,-0.018780048,-0.005684008,1.263902205,-4.86E-05
3.269822359,6.30753898,-0.019015743,-0.005685124,1.23003868,-7.12E-05
3.271064997,6.30753898,-0.019015743,-0.005685124,1.23003868,-7.12E-05
3.303813219,6.347997598,-0.01924495,-0.005685955,1.196078752,-3.99E-05
3.30421114,6.347997598,-0.01924495,-0.005685955,1.196078752,-3.99E-05
3.337692022,6.38730235,-0.019467701,-0.005685629,1.162015966,-6.75E-06
3.338303089,6.38730235,-0.019467701,-0.005685629,1.162015966,-6.75E-06
3.371734858,6.425453306,-0.019683938,-0.005684626,1.1278448,2.36E-06
3.372783184,6.425453306,-0.019683938,-0.005684626,1.1278448,2.36E-06
3.407418728,6.462450534,-0.019893598,-0.005683893,1.093560614,-1.49E-05
3.408330917,6.462450534,-0.019893598,-0.005683893,1.093560614,-1.49E-05
3.441364288,6.498294085,-0.020096707,-0.005683983,1.059162151,-3.41E-05
3.441847801,6.498294085,-0.020096707,-0.005683983,1.059162151,-3.41E-05
3.475186348,6.532983992,-0.020293314,-0.005684396,1.024651687,-2.55E-05
3.475828171,6.532983992,-0.020293314,-0.005684396,1.024651687,-2.55E-05
3.509578466,6.566520256,-0.020483443,-0.005684219,0.990036376,2.73E-06
3.509993076,6.566520256,-0.020483443,-0.005684219,0.990036376,2.73E-06
3.545521259,6.598902837,-0.020667073,-0.005683387,0.955330951,1.73E-05
3.545924664,6.598902837,-0.020667073,-0.005683387,0.955330951,1.73E-05
3.580435514,6.630131633,-0.020844168,-0.005682616,0.920560043,1.09E-05
3.581345558,6.630131633,-0.020844168,-0.005682616,0.920560043,1.09E-05
3.612864733,6.660206456,-0.021014725,-0.005682297,0.885760861,5.01E-06
3.613354206,6.660206456,-0.021014725,-0.005682297,0.885760861,5.01E-06
3.646561861,6.689127,-0.021178771,-0.005682121,0.850988063,1.39E-05
3.647425175,6.689127,-0.021178771,-0.005682121,0.850988063,1.39E-05
3.680406094,6.716892865,-0.021336261,-0.00568167,0.816368179,2.83E-05
3.680842876,6.716892865,-0.021336261,-0.00568167,0.816368179,2.83E-05
3.714349508,6.743500814,-0.021487226,-0.00568318,0.782325272,-5.25E-05
3.714721918,6.743500814,-0.021487226,-0.00568318,0.782325272,-5.25E-05
3.748648405,6.768953682,-0.02163182,-0.005683606,0.748356694,6.09E-05
3.749178648,6.768953682,-0.02163182,-0.005683606,0.748356694,6.09E-05
3.783680677,6.793251713,-0.021769872,-0.005681107,0.714381384,8.58E-05
3.784180403,6.793251713,-0.021769872,-0.005681107,0.714381384,8.58E-05
3.81801033,6.816394883,-0.021901364,-0.005679929,0.680378926,1.74E-05
3.81938386,6.816394883,-0.021901364,-0.005679929,0.680378926,1.74E-05
3.852735758,6.838383091,-0.022026342,-0.005680299,0.646297443,6.94E-06
3.854570389,6.838383091,-0.022026342,-0.005680299,0.646297443,6.94E-06
3.887304544,6.85921711,-0.022144801,-0.005681567,0.612746707,-4.97E-05
3.888675213,6.85921711,-0.022144801,-0.005681567,0.612746707,-4.97E-05
3.920001268,6.878894617,-0.022256783,-0.005682717,0.578741574,2.39E-05
3.920589209,6.878894617,-0.022256783,-0.005682717,0.578741574,2.39E-05
3.95422411,6.897415866,-0.022362224,-0.005681223,0.544733293,6.58E-05
3.95469594,6.897415866,-0.022362224,-0.005681223,0.544733293,6.58E-05
3.989602566,6.914780856,-0.022461097,-0.005680255,0.510725276,1.23E-05
3.990199566,6.914780856,-0.022461097,-0.005680255,0.510725276,1.23E-05
4.023981333,6.93098959,-0.022553421,-0.005680637,0.476717194,1.29E-06
4.024766922,6.93098959,-0.022553421,-0.005680637,0.476717194,1.29E-06
4.05805397,6.946042066,-0.022639196,-0.005680402,0.44270901,3.32E-05
4.059640408,6.946042066,-0.022639196,-0.005680402,0.44270901,3.32E-05
4.093776703,6.959938285,-0.022718406,-0.005679589,0.408700908,3.13E-05
4.094697714,6.959938285,-0.022718406,-0.005679589,0.408700908,3.13E-05
4.130095482,6.972678252,-0.022791045,-0.005679286,0.374692894,1.45E-05
4.131146908,6.972678252,-0.022791045,-0.005679286,0.374692894,1.45E-05
4.164284468,6.984261966,-0.022857115,-0.005679183,0.340684915,2.05E-05
4.165323257,6.984261966,-0.022857115,-0.005679183,0.340684915,2.05E-05
4.196611404,6.994689429,-0.02291661,-0.005678745,0.306677002,2.86E-05
4.197076559,6.994689429,-0.02291661,-0.005678745,0.306677002,2.86E-05
4.231816053,7.003960641,-0.022969523,-0.005678285,0.27266918,2.28E-05
4.232820749,7.003960641,-0.022969523,-0.005678285,0.27266918,2.28E-05
4.265706778,7.012075606,-0.02301585,-0.005678028,0.238661373,1.90E-05
4.26660347,7.012075606,-0.02301585,-0.005678028,0.238661373,1.90E-05
4.30202508,7.019034323,-0.023055589,-0.005677748,0.204653582,2.23E-05
4.303504705,7.019034323,-0.023055589,-0.005677748,0.204653582,2.23E-05
4.338155508,7.024836795,-0.023088733,-0.005677378,0.170645823,2.29E-05
4.339707613,7.024836795,-0.023088733,-0.005677378,0.170645823,2.29E-05
4.37385273,7.029483022,-0.02311528,-0.005677065,0.136638097,2.03E-05
4.375442505,7.029483022,-0.02311528,-0.005677065,0.136638097,2.03E-05
4.409256697,7.032973007,-0.023135223,-0.005676808,0.102630397,2.03E-05
4.409837484,7.032973007,-0.023135223,-0.005676808,0.102630397,2.03E-05
4.443813562,7.035306749,-0.023148561,-0.005676526,0.068622729,2.15E-05
4.444678068,7.035306749,-0.023148561,-0.005676526,0.068622729,2.15E-05
4.47949338,7.036484251,-0.023155288,-0.005676238,0.034615099,2.10E-05
4.481289625,7.036484251,-0.023155288,-0.005676238,0.034615099,2.10E-05
4.515578985,7.036711937,-0.023155221,-0.007057139,0.006795169,-0.088762641
4.516638517,7.036711937,-0.023155221,-0.007057139,0.006795169,-0.088762641
4.550289869,7.036741861,-0.023149347,-0.012355202,0.000951688,-0.206190016
4.551241636,7.036741861,-0.023149347,-0.012355202,0.000951688,-0.206190016
4.587976933,7.036773556,-0.023141454,-0.019168104,0.000849239,-0.171520567
4.588913918,7.036773556,-0.023141454,-0.019168104,0.000849239,-0.171520567
4.622827768,7.036800001,-0.023136184,-0.023730879,0.000718345,-0.112932964
4.623650551,7.036800001,-0.023136184,-0.023730879,0.000718345,-0.112932964
4.661168814,7.03682458,-0.023131112,-0.028006104,0.000743374,-0.147235747
4.661833286,7.03682458,-0.023131112,-0.028006104,0.000743374,-0.147235747
4.694476604,7.036850534,-0.023124158,-0.033616794,0.000756151,-0.171417516
4.695177794,7.036850534,-0.023124158,-0.033616794,0.000756151,-0.171417516
4.730098248,7.036875109,-0.023117312,-0.039052331,0.000675708,-0.146063595
4.730701208,7.036875109,-0.023117312,-0.039052331,0.000675708,-0.146063595
4.764680386,7.036897175,-0.023111294,-0.04378318,0.000625674,-0.138893147
4.766513586,7.036897175,-0.023111294,-0.04378318,0.000625674,-0.138893147
4.800847769,7.036918579,-0.023104784,-0.048790802,0.000620284,-0.154937039
4.801998854,7.036918579,-0.023104784,-0.048790802,0.000620284,-0.154937039
4.836811543,7.036939494,-0.023097727,-0.054124582,0.000586549,-0.154914712
4.838378906,7.036939494,-0.023097727,-0.054124582,0.000586549,-0.154914712
4.87228179,7.036958829,-0.023090919,-0.059221039,0.000534904,-0.14591694
4.873218536,7.036958829,-0.023090919,-0.059221039,0.000534904,-0.14591694
4.906476736,7.036976766,-0.023084205,-0.064194563,0.000503681,-0.148201965
4.907695532,7.036976766,-0.023084205,-0.064194563,0.000503681,-0.148201965
4.941727638,7.036993873,-0.023077189,-0.069332436,0.000477348,-0.15267616
4.942313194,7.036993873,-0.023077189,-0.069332436,0.000477348,-0.15267616
4.979762316,7.037009905,-0.023070078,-0.074497808,0.00043831,-0.150264064
4.982203007,7.037009905,-0.023070078,-0.074497808,0.00043831,-0.150264064
5.020131826,7.038176317,-0.023151903,-0.079623764,0.034382017,-0.152245682
5.021037579,7.038176317,-0.023151903,-0.079623764,0.034382017,-0.152245682
5.058586359,7.040492502,-0.023334394,-0.084867864,0.068325431,-0.155204396
5.059486866,7.040492502,-0.023334394,-0.084867864,0.068325431,-0.155204396
5.092678308,7.043957175,-0.023629908,-0.090122911,0.102263101,-0.15333885
5.09340167,7.043957175,-0.023629908,-0.090122911,0.102263101,-0.15333885
5.12978816,7.04856908,-0.024050494,-0.095308342,0.136194254,-0.152141641
5.131963491,7.04856908,-0.024050494,-0.095308342,0.136194254,-0.152141641
5.165157557,7.054327103,-0.024607817,-0.10050454,0.170131623,-0.153478066
5.165972233,7.054327103,-0.024607817,-0.10050454,0.170131623,-0.153478066
5.209106445,7.061229926,-0.025313985,-0.105736187,0.204073029,-0.153799656
5.209719181,7.061229926,-0.025313985,-0.105736187,0.204073029,-0.153799656
5.242522478,7.06927605,-0.026181136,-0.110951968,0.238009922,-0.152959191
5.24297452,7.06927605,-0.026181136,-0.110951968,0.238009922,-0.152959191
5.276153326,7.078463965,-0.027221059,-0.116151012,0.271945752,-0.152982473
5.277019501,7.078463965,-0.027221059,-0.116151012,0.271945752,-0.152982473
5.309859514,7.088792094,-0.028445651,-0.121362351,0.305884492,-0.153443704
5.310237646,7.088792094,-0.028445651,-0.121362351,0.305884492,-0.153443704
5.343658447,7.100258707,-0.029866991,-0.126579321,0.339823312,-0.153317387
5.344168901,7.100258707,-0.029866991,-0.126579321,0.339823312,-0.153317387
5.378076077,7.112861986,-0.031497008,-0.131787456,0.373760698,-0.153094784
5.378447533,7.112861986,-0.031497008,-0.131787456,0.373760698,-0.153094784
5.412954569,7.126600051,-0.033347514,-0.136993994,0.407698477,-0.153216586
5.413943291,7.126600051,-0.033347514,-0.136993994,0.407698477,-0.153216586
5.447571039,7.141470918,-0.035430412,-0.142204779,0.441636851,-0.153287831
5.448823214,7.141470918,-0.035430412,-0.142204779,0.441636851,-0.153287831
5.482368946,7.157472491,-0.037757589,-0.147413746,0.475574538,-0.153164218
5.484421968,7.157472491,-0.037757589,-0.147413746,0.475574538,-0.153164218
5.519500494,7.174602601,-0.040340837,-0.152619086,0.509511866,-0.153127331
5.52078414,7.174602601,-0.040340837,-0.152619086,0.509511866,-0.153127331
5.553101301,7.192858988,-0.043191981,-0.157825547,0.543449828,-0.153215498
5.55372715,7.192858988,-0.043191981,-0.157825547,0.543449828,-0.153215498
5.587062597,7.212239288,-0.046322922,-0.163034305,0.577388384,-0.15325558
5.587514877,7.212239288,-0.046322922,-0.163034305,0.577388384,-0.15325558
5.620457649,7.23274104,-0.049745504,-0.168242667,0.611326701,-0.153215355
5.621464252,7.23274104,-0.049745504,-0.168242667,0.611326701,-0.153215355
5.655770302,7.254361699,-0.053471461,-0.173449084,0.645264435,-0.153158607
5.656384945,7.254361699,-0.053471461,-0.173449084,0.645264435,-0.153158607
5.690377951,7.277098633,-0.057512482,-0.178653985,0.679201893,-0.153137477
5.690818787,7.277098633,-0.057512482,-0.178653985,0.679201893,-0.153137477
5.724004745,7.300949118,-0.061880306,-0.183859565,0.713139886,-0.153200284
5.724582672,7.300949118,-0.061880306,-0.183859565,0.713139886,-0.153200284
5.757745028,7.32591032,-0.066586749,-0.189068029,0.747079191,-0.153279012
5.758948565,7.32591032,-0.066586749,-0.189068029,0.747079191,-0.153279012
5.792510986,7.35197932,-0.071643548,-0.194277071,0.781017451,-0.153220308
5.792922258,7.35197932,-0.071643548,-0.194277071,0.781017451,-0.153220308
5.825979233,7.379153111,-0.077062285,-0.199482629,0.814954864,-0.153110337
5.82640624,7.379153111,-0.077062285,-0.199482629,0.814954864,-0.153110337
5.861751556,7.407428614,-0.082854542,-0.204687882,0.848892901,-0.153206351
5.862221956,7.407428614,-0.082854542,-0.204687882,0.848892901,-0.153206351
5.895410538,7.436802585,-0.089032014,-0.209898858,0.882347987,-0.153521895
5.895853519,7.436802585,-0.089032014,-0.209898858,0.882347987,-0.153521895
5.92942524,7.467272178,-0.095606795,-0.215167282,0.916485679,-0.155431525
5.930089474,7.467272178,-0.095606795,-0.215167282,0.916485679,-0.155431525
5.965581894,7.498835532,-0.102592572,-0.220404679,0.950481165,-0.15284346
5.966891289,7.498835532,-0.102592572,-0.220404679,0.950481165,-0.15284346
5.998768568,7.531487,-0.109996243,-0.225585394,0.984821838,-0.152812799
5.999568224,7.531487,-0.109996243,-0.225585394,0.984821838,-0.152812799
6.032033682,7.565214082,-0.117815567,-0.230822488,1.021992816,-0.153881744
6.032532454,7.565214082,-0.117815567,-0.230822488,1.021992816,-0.153881744
6.065860271,7.600013864,-0.126069034,-0.236067765,1.06123463,-0.152222982
6.066427708,7.600013864,-0.126069034,-0.236067765,1.06123463,-0.152222982
6.101510525,7.635879198,-0.134782862,-0.241277241,1.102265804,-0.151007588
6.102592707,7.635879198,-0.134782862,-0.241277241,1.102265804,-0.151007588
6.136252403,7.672820886,-0.143962213,-0.246494007,1.142613706,-0.151080026
6.136940956,7.672820886,-0.143962213,-0.246494007,1.142613706,-0.151080026
6.169577837,7.710773364,-0.153564848,-0.251682328,1.178322083,-0.139865953
6.170311689,7.710773364,-0.153564848,-0.251682328,1.178322083,-0.139865953
6.204755783,7.748434816,-0.162444578,-0.255245316,1.187227791,-0.099976197
6.206029415,7.748434816,-0.162444578,-0.255245316,1.187227791,-0.099976197
6.239658594,7.786243432,-0.170751461,-0.259181701,1.22101514,-0.123238524
6.240632296,7.786243432,-0.170751461,-0.259181701,1.22101514,-0.123238524
6.27260828,7.825045821,-0.179451898,-0.263760153,1.255121402,-0.137911052
6.273116112,7.825045821,-0.179451898,-0.263760153,1.255121402,-0.137911052
6.30608654,7.864870801,-0.188618356,-0.268739021,1.286813695,-0.145745945
6.306629181,7.864870801,-0.188618356,-0.268739021,1.286813695,-0.145745945
6.338754177,7.905725107,-0.198725839,-0.273632782,1.323408102,-0.140622388
6.339349508,7.905725107,-0.198725839,-0.273632782,1.323408102,-0.140622388
6.372614622,7.947321234,-0.208878751,-0.278540343,1.361142203,-0.144741953
6.373152971,7.947321234,-0.208878751,-0.278540343,1.361142203,-0.144741953
