time,x,y,yaw,vel_x,yaw_vel,evader_x,evader_y,evader_yaw
3.00E-05,,,,,,,,
0.010281801,7.30E-05,-4.69E-06,1.08E-05,,,2.000073068,1.999995309,1.08E-05
0.044581175,7.30E-05,-4.69E-06,1.08E-05,,,2.000073065,1.999995308,1.08E-05
0.078929663,7.30E-05,-4.69E-06,1.08E-05,,,2.000073067,1.999995308,1.08E-05
0.112959385,7.30E-05,-4.69E-06,1.08E-05,,,2.000073068,1.999995309,1.09E-05
0.146986008,7.31E-05,-4.69E-06,1.08E-05,,,2.000073068,1.999995308,1.08E-05
0.181918383,7.31E-05,-4.69E-06,1.08E-05,,,2.00007308,1.999995309,1.08E-05
0.215489626,7.31E-05,-4.69E-06,1.08E-05,,,2.000073103,1.999995308,1.08E-05
0.249187469,7.31E-05,-4.69E-06,1.08E-05,,,2.000073115,1.999995308,1.08E-05
0.282921314,7.31E-05,-4.69E-06,1.08E-05,,,2.000073133,1.999995308,1.08E-05
0.317191362,7.31E-05,-4.69E-06,1.08E-05,,,2.000073124,1.999995309,1.09E-05
0.353069305,7.31E-05,-4.69E-06,1.08E-05,,,2.00007313,1.999995308,1.09E-05
0.390163898,7.31E-05,-4.69E-06,1.08E-05,,,2.000073123,1.999995308,1.09E-05
0.423241615,7.31E-05,-4.69E-06,1.08E-05,,,2.000073131,1.999995308,1.08E-05
0.45746398,7.31E-05,-4.69E-06,1.08E-05,,,2.000073143,1.999995308,1.08E-05
0.491197109,7.31E-05,-4.69E-06,1.08E-05,,,2.000073168,1.999995308,1.08E-05
0.525053263,7.31E-05,-4.69E-06,1.09E-05,,,2.000073197,1.999995308,1.08E-05
0.559263229,7.31E-05,-4.69E-06,1.09E-05,,,2.000073202,1.999995307,1.09E-05
0.593639374,7.31E-05,-4.69E-06,1.09E-05,,,2.000073207,1.999995307,1.09E-05
0.628793955,7.31E-05,-4.69E-06,1.08E-05,,,2.000073217,1.999995307,1.09E-05
0.662384748,7.31E-05,-4.69E-06,1.08E-05,,,2.000073201,1.999995308,1.09E-05
0.695798635,7.32E-05,-4.69E-06,1.08E-05,,,2.000073199,1.999995308,1.09E-05
0.729826689,7.32E-05,-4.69E-06,1.08E-05,,,2.000073191,1.999995307,1.09E-05
0.763746977,7.32E-05,-4.69E-06,1.09E-05,,,2.000073205,1.999995307,1.09E-05
0.797791004,7.32E-05,-4.69E-06,1.09E-05,,,2.000073233,1.999995307,1.09E-05
0.832147598,7.32E-05,-4.69E-06,1.09E-05,,,2.000073249,1.999995308,1.09E-05
