time,x,y,yaw,vel_x,yaw_vel,evader_x,evader_y,evader_yaw
2.84E-05,,,,,,,,
0.007362366,6.19E-05,-4.56E-06,4.79E-06,,,2.000061886,1.999995439,4.82E-06
0.039617538,6.20E-05,-4.56E-06,4.80E-06,,,2.000061885,1.99999544,4.82E-06
0.073999882,6.20E-05,-4.56E-06,4.81E-06,,,2.000061875,1.999995439,4.80E-06
0.107400179,6.20E-05,-4.56E-06,4.83E-06,,,2.000061881,1.99999544,4.78E-06
0.140321255,6.20E-05,-4.56E-06,4.85E-06,,,2.000061903,1.99999544,4.78E-06
0.174243212,6.20E-05,-4.56E-06,4.86E-06,,,2.00006194,1.999995439,4.79E-06
0.208636284,6.20E-05,-4.56E-06,4.86E-06,,,2.000061951,1.999995439,4.81E-06
0.24268651,6.20E-05,-4.56E-06,4.86E-06,,,2.000061972,1.999995439,4.82E-06
0.277038813,6.20E-05,-4.56E-06,4.84E-06,,,2.000061984,1.999995439,4.83E-06
0.310929298,6.20E-05,-4.56E-06,4.83E-06,,,2.000061977,1.999995438,4.84E-06
0.345053196,6.20E-05,-4.56E-06,4.83E-06,,,2.000061978,1.999995436,4.85E-06
0.378636837,6.20E-05,-4.56E-06,4.84E-06,,,2.000061964,1.999995437,4.85E-06
0.413173914,6.20E-05,-4.56E-06,4.87E-06,,,2.00006195,1.999995437,4.85E-06
0.446877956,6.20E-05,-4.56E-06,4.90E-06,,,2.00006195,1.999995438,4.84E-06
0.481043816,6.20E-05,-4.56E-06,4.91E-06,,,2.000061966,1.999995438,4.83E-06
0.515461445,6.20E-05,-4.56E-06,4.89E-06,,,2.000061992,1.999995438,4.83E-06
0.54938817,6.20E-05,-4.56E-06,4.86E-06,,,2.000062015,1.999995437,4.83E-06
0.583440542,6.21E-05,-4.56E-06,4.85E-06,,,2.000062047,1.999995437,4.85E-06
0.617799044,6.21E-05,-4.56E-06,4.86E-06,,,2.000062057,1.999995437,4.87E-06
0.652029514,6.21E-05,-4.56E-06,4.88E-06,,,2.000062064,1.999995436,4.88E-06
0.686096907,6.21E-05,-4.57E-06,4.91E-06,,,2.000062073,1.999995435,4.89E-06
0.720234871,6.21E-05,-4.57E-06,4.93E-06,,,2.000062058,1.999995436,4.89E-06
