time,x,y,yaw,vel_x,yaw_vel,evader_x,evader_y,evader_yaw
2.77E-05,,,,,,,,
0.012538671,6.31E-05,-4.58E-06,5.40E-06,,,2.000062984,1.999995422,5.38E-06
0.046322823,6.31E-05,-4.58E-06,5.43E-06,,,2.000063008,1.999995422,5.36E-06
0.080775976,6.31E-05,-4.58E-06,5.45E-06,,,2.000063034,1.999995422,5.37E-06
0.113799572,6.31E-05,-4.58E-06,5.45E-06,,,2.000063037,1.999995421,5.39E-06
0.148571253,6.31E-05,-4.58E-06,5.45E-06,,,2.00006304,1.999995421,5.42E-06
0.194345951,6.31E-05,-4.58E-06,5.43E-06,,,2.000063047,1.999995421,5.44E-06
0.221074343,6.31E-05,-4.58E-06,5.42E-06,,,2.000063029,1.999995422,5.45E-06
0.258067131,6.31E-05,-4.58E-06,5.42E-06,,,2.000063034,1.999995422,5.44E-06
0.289309978,6.31E-05,-4.58E-06,5.43E-06,,,2.000063049,1.999995421,5.41E-06
0.32234478,6.31E-05,-4.58E-06,5.44E-06,,,2.000063073,1.999995421,5.39E-06
0.355958939,6.31E-05,-4.58E-06,5.46E-06,,,2.000063093,1.999995421,5.40E-06
0.390120268,6.31E-05,-4.58E-06,5.48E-06,,,2.000063096,1.99999542,5.42E-06
0.423655033,6.31E-05,-4.58E-06,5.49E-06,,,2.000063105,1.99999542,5.46E-06
0.457424641,6.31E-05,-4.58E-06,5.49E-06,,,2.000063106,1.999995421,5.48E-06
0.517411232,6.31E-05,-4.58E-06,5.48E-06,,,2.000063089,1.99999542,5.48E-06
0.576608896,6.31E-05,-4.58E-06,5.46E-06,,,2.000063093,1.999995421,5.47E-06
0.605278492,6.31E-05,-4.58E-06,5.46E-06,,,2.000063111,1.999995421,5.44E-06
0.635229349,6.32E-05,-4.58E-06,5.46E-06,,,2.00006314,1.99999542,5.42E-06
0.666716576,6.32E-05,-4.58E-06,5.48E-06,,,2.000063151,1.999995421,5.43E-06
0.69971633,6.32E-05,-4.58E-06,5.49E-06,,,2.000063158,1.99999542,5.46E-06
0.732132912,6.32E-05,-4.58E-06,5.50E-06,,,2.000063171,1.99999542,5.49E-06
0.765067577,6.32E-05,-4.58E-06,5.51E-06,,,2.000063163,1.99999542,5.51E-06
0.798205614,6.33E-05,-4.58E-06,5.52E-06,,,2.000063152,1.999995418,5.51E-06
0.832301617,6.32E-05,-4.58E-06,5.52E-06,,,2.000063153,1.99999542,5.50E-06
0.865939617,6.32E-05,-4.58E-06,5.53E-06,,,2.000063171,1.99999542,5.47E-06
0.900808334,6.32E-05,-4.58E-06,5.54E-06,,,2.000063204,1.999995419,5.46E-06
0.934630394,6.32E-05,-4.58E-06,5.54E-06,,,2.000063211,1.99999542,5.47E-06
0.968577862,6.32E-05,-4.58E-06,5.52E-06,,,2.000063223,1.999995419,5.49E-06
1.003011942,6.32E-05,-4.58E-06,5.50E-06,,,2.000063236,1.999995419,5.53E-06
1.03692317,6.33E-05,-4.58E-06,5.50E-06,,,2.000063223,1.999995419,5.54E-06
1.070044994,6.33E-05,-4.58E-06,5.52E-06,,,2.000063218,1.999995416,5.54E-06
1.104771137,6.33E-05,-4.58E-06,5.54E-06,,,2.000063207,1.99999542,5.53E-06
